>>> Starting benchmark: scala-kmeans
>>> GC: ZGC
>>> Duration: 600s
>>> Base dir: ZGC-java21-2026-04-25
>>> Output dir: ZGC-java21-2026-04-25/scala-kmeans
[jmx-memory plugin] WARNING: Unknown garbage collector ZGC Minor Cycles.
[jmx-memory plugin] WARNING: Unknown garbage collector ZGC Minor Pauses.
[jmx-memory plugin] WARNING: Unknown garbage collector ZGC Major Cycles.
[jmx-memory plugin] WARNING: Unknown garbage collector ZGC Major Pauses.
[jmx-memory plugin] WARNING: MXBean for young generation not found, using mock.
====== scala-kmeans (scala) [default], iteration 219 completed (238.811 ms) ======
====== scala-kmeans (scala) [default], iteration 220 started ======
====== scala-kmeans (scala) [default], iteration 220 completed (238.061 ms) ======
====== scala-kmeans (scala) [default], iteration 221 started ======
====== scala-kmeans (scala) [default], iteration 221 completed (237.876 ms) ======
====== scala-kmeans (scala) [default], iteration 222 started ======
====== scala-kmeans (scala) [default], iteration 222 completed (239.181 ms) ======
====== scala-kmeans (scala) [default], iteration 223 started ======
====== scala-kmeans (scala) [default], iteration 223 completed (238.509 ms) ======
====== scala-kmeans (scala) [default], iteration 224 started ======
====== scala-kmeans (scala) [default], iteration 224 completed (238.876 ms) ======
====== scala-kmeans (scala) [default], iteration 225 started ======
====== scala-kmeans (scala) [default], iteration 225 completed (238.221 ms) ======
====== scala-kmeans (scala) [default], iteration 226 started ======
====== scala-kmeans (scala) [default], iteration 226 completed (239.829 ms) ======
====== scala-kmeans (scala) [default], iteration 227 started ======
====== scala-kmeans (scala) [default], iteration 227 completed (238.352 ms) ======
====== scala-kmeans (scala) [default], iteration 228 started ======
====== scala-kmeans (scala) [default], iteration 228 completed (238.809 ms) ======
====== scala-kmeans (scala) [default], iteration 229 started ======
====== scala-kmeans (scala) [default], iteration 229 completed (237.891 ms) ======
====== scala-kmeans (scala) [default], iteration 230 started ======
====== scala-kmeans (scala) [default], iteration 230 completed (238.021 ms) ======
====== scala-kmeans (scala) [default], iteration 231 started ======
====== scala-kmeans (scala) [default], iteration 231 completed (238.594 ms) ======
====== scala-kmeans (scala) [default], iteration 232 started ======
====== scala-kmeans (scala) [default], iteration 232 completed (237.734 ms) ======
====== scala-kmeans (scala) [default], iteration 233 started ======
====== scala-kmeans (scala) [default], iteration 233 completed (237.164 ms) ======
====== scala-kmeans (scala) [default], iteration 234 started ======
====== scala-kmeans (scala) [default], iteration 234 completed (237.858 ms) ======
====== scala-kmeans (scala) [default], iteration 235 started ======
====== scala-kmeans (scala) [default], iteration 235 completed (236.441 ms) ======
====== scala-kmeans (scala) [default], iteration 236 started ======
====== scala-kmeans (scala) [default], iteration 236 completed (238.926 ms) ======
====== scala-kmeans (scala) [default], iteration 237 started ======
====== scala-kmeans (scala) [default], iteration 237 completed (237.884 ms) ======
====== scala-kmeans (scala) [default], iteration 238 started ======
====== scala-kmeans (scala) [default], iteration 238 completed (237.367 ms) ======
====== scala-kmeans (scala) [default], iteration 239 started ======
====== scala-kmeans (scala) [default], iteration 239 completed (271.275 ms) ======
====== scala-kmeans (scala) [default], iteration 240 started ======
====== scala-kmeans (scala) [default], iteration 240 completed (241.138 ms) ======
====== scala-kmeans (scala) [default], iteration 241 started ======
====== scala-kmeans (scala) [default], iteration 241 completed (238.706 ms) ======
====== scala-kmeans (scala) [default], iteration 242 started ======
====== scala-kmeans (scala) [default], iteration 242 completed (238.227 ms) ======
====== scala-kmeans (scala) [default], iteration 243 started ======
====== scala-kmeans (scala) [default], iteration 243 completed (237.774 ms) ======
====== scala-kmeans (scala) [default], iteration 244 started ======
====== scala-kmeans (scala) [default], iteration 244 completed (237.587 ms) ======
====== scala-kmeans (scala) [default], iteration 245 started ======
====== scala-kmeans (scala) [default], iteration 245 completed (238.252 ms) ======
====== scala-kmeans (scala) [default], iteration 246 started ======
====== scala-kmeans (scala) [default], iteration 246 completed (238.316 ms) ======
====== scala-kmeans (scala) [default], iteration 247 started ======
====== scala-kmeans (scala) [default], iteration 247 completed (236.123 ms) ======
====== scala-kmeans (scala) [default], iteration 248 started ======
====== scala-kmeans (scala) [default], iteration 248 completed (236.154 ms) ======
====== scala-kmeans (scala) [default], iteration 249 started ======
====== scala-kmeans (scala) [default], iteration 249 completed (237.507 ms) ======
====== scala-kmeans (scala) [default], iteration 250 started ======
====== scala-kmeans (scala) [default], iteration 250 completed (237.593 ms) ======
====== scala-kmeans (scala) [default], iteration 251 started ======
====== scala-kmeans (scala) [default], iteration 251 completed (237.739 ms) ======
====== scala-kmeans (scala) [default], iteration 252 started ======
====== scala-kmeans (scala) [default], iteration 252 completed (238.338 ms) ======
====== scala-kmeans (scala) [default], iteration 253 started ======
====== scala-kmeans (scala) [default], iteration 253 completed (238.701 ms) ======
====== scala-kmeans (scala) [default], iteration 254 started ======
====== scala-kmeans (scala) [default], iteration 254 completed (238.437 ms) ======
====== scala-kmeans (scala) [default], iteration 255 started ======
====== scala-kmeans (scala) [default], iteration 255 completed (237.714 ms) ======
====== scala-kmeans (scala) [default], iteration 256 started ======
====== scala-kmeans (scala) [default], iteration 256 completed (237.681 ms) ======
====== scala-kmeans (scala) [default], iteration 257 started ======
====== scala-kmeans (scala) [default], iteration 257 completed (238.636 ms) ======
====== scala-kmeans (scala) [default], iteration 258 started ======
====== scala-kmeans (scala) [default], iteration 258 completed (238.350 ms) ======
====== scala-kmeans (scala) [default], iteration 259 started ======
====== scala-kmeans (scala) [default], iteration 259 completed (239.668 ms) ======
====== scala-kmeans (scala) [default], iteration 260 started ======
====== scala-kmeans (scala) [default], iteration 260 completed (237.492 ms) ======
====== scala-kmeans (scala) [default], iteration 261 started ======
====== scala-kmeans (scala) [default], iteration 261 completed (238.322 ms) ======
====== scala-kmeans (scala) [default], iteration 262 started ======
====== scala-kmeans (scala) [default], iteration 262 completed (237.391 ms) ======
====== scala-kmeans (scala) [default], iteration 263 started ======
====== scala-kmeans (scala) [default], iteration 263 completed (238.768 ms) ======
====== scala-kmeans (scala) [default], iteration 264 started ======
====== scala-kmeans (scala) [default], iteration 264 completed (238.231 ms) ======
====== scala-kmeans (scala) [default], iteration 265 started ======
====== scala-kmeans (scala) [default], iteration 265 completed (237.814 ms) ======
====== scala-kmeans (scala) [default], iteration 266 started ======
====== scala-kmeans (scala) [default], iteration 266 completed (238.474 ms) ======
====== scala-kmeans (scala) [default], iteration 267 started ======
====== scala-kmeans (scala) [default], iteration 267 completed (238.375 ms) ======
====== scala-kmeans (scala) [default], iteration 268 started ======
====== scala-kmeans (scala) [default], iteration 268 completed (238.197 ms) ======
====== scala-kmeans (scala) [default], iteration 269 started ======
====== scala-kmeans (scala) [default], iteration 269 completed (239.054 ms) ======
====== scala-kmeans (scala) [default], iteration 270 started ======
====== scala-kmeans (scala) [default], iteration 270 completed (238.136 ms) ======
====== scala-kmeans (scala) [default], iteration 271 started ======
====== scala-kmeans (scala) [default], iteration 271 completed (238.373 ms) ======
====== scala-kmeans (scala) [default], iteration 272 started ======
====== scala-kmeans (scala) [default], iteration 272 completed (237.949 ms) ======
====== scala-kmeans (scala) [default], iteration 273 started ======
====== scala-kmeans (scala) [default], iteration 273 completed (238.155 ms) ======
====== scala-kmeans (scala) [default], iteration 274 started ======
====== scala-kmeans (scala) [default], iteration 274 completed (239.438 ms) ======
====== scala-kmeans (scala) [default], iteration 275 started ======
====== scala-kmeans (scala) [default], iteration 275 completed (239.241 ms) ======
====== scala-kmeans (scala) [default], iteration 276 started ======
====== scala-kmeans (scala) [default], iteration 276 completed (238.406 ms) ======
====== scala-kmeans (scala) [default], iteration 277 started ======
====== scala-kmeans (scala) [default], iteration 277 completed (239.023 ms) ======
====== scala-kmeans (scala) [default], iteration 278 started ======
====== scala-kmeans (scala) [default], iteration 278 completed (238.058 ms) ======
====== scala-kmeans (scala) [default], iteration 279 started ======
====== scala-kmeans (scala) [default], iteration 279 completed (239.733 ms) ======
====== scala-kmeans (scala) [default], iteration 280 started ======
====== scala-kmeans (scala) [default], iteration 280 completed (238.515 ms) ======
====== scala-kmeans (scala) [default], iteration 281 started ======
====== scala-kmeans (scala) [default], iteration 281 completed (238.678 ms) ======
====== scala-kmeans (scala) [default], iteration 282 started ======
====== scala-kmeans (scala) [default], iteration 282 completed (238.348 ms) ======
====== scala-kmeans (scala) [default], iteration 283 started ======
====== scala-kmeans (scala) [default], iteration 283 completed (237.940 ms) ======
====== scala-kmeans (scala) [default], iteration 284 started ======
====== scala-kmeans (scala) [default], iteration 284 completed (239.235 ms) ======
====== scala-kmeans (scala) [default], iteration 285 started ======
====== scala-kmeans (scala) [default], iteration 285 completed (238.398 ms) ======
====== scala-kmeans (scala) [default], iteration 286 started ======
====== scala-kmeans (scala) [default], iteration 286 completed (238.534 ms) ======
====== scala-kmeans (scala) [default], iteration 287 started ======
====== scala-kmeans (scala) [default], iteration 287 completed (239.116 ms) ======
====== scala-kmeans (scala) [default], iteration 288 started ======
====== scala-kmeans (scala) [default], iteration 288 completed (238.428 ms) ======
====== scala-kmeans (scala) [default], iteration 289 started ======
====== scala-kmeans (scala) [default], iteration 289 completed (238.330 ms) ======
====== scala-kmeans (scala) [default], iteration 290 started ======
====== scala-kmeans (scala) [default], iteration 290 completed (236.839 ms) ======
====== scala-kmeans (scala) [default], iteration 291 started ======
====== scala-kmeans (scala) [default], iteration 291 completed (237.711 ms) ======
====== scala-kmeans (scala) [default], iteration 292 started ======
====== scala-kmeans (scala) [default], iteration 292 completed (237.508 ms) ======
====== scala-kmeans (scala) [default], iteration 293 started ======
====== scala-kmeans (scala) [default], iteration 293 completed (237.468 ms) ======
====== scala-kmeans (scala) [default], iteration 294 started ======
====== scala-kmeans (scala) [default], iteration 294 completed (239.285 ms) ======
====== scala-kmeans (scala) [default], iteration 295 started ======
====== scala-kmeans (scala) [default], iteration 295 completed (238.415 ms) ======
====== scala-kmeans (scala) [default], iteration 296 started ======
====== scala-kmeans (scala) [default], iteration 296 completed (238.129 ms) ======
====== scala-kmeans (scala) [default], iteration 297 started ======
====== scala-kmeans (scala) [default], iteration 297 completed (237.863 ms) ======
====== scala-kmeans (scala) [default], iteration 298 started ======
